complaint_type,complaint_id,status,date,description,text,url
Problems with Product/Service,1579662743,Answered,11/11/2022,Business response,"Please note that all Sunshine employees have been ****** courteous and professional to you even as you have made racially insensitive comments as well as used profanity in your discussions with them. It is never appropriate to tell one of our employees ""to go back to the country that you came from"" simply when they are trying to explain to you our professional response. You were appropriately charged an application fee based on the time at which you executed your lease. The fees you incurred with regards the replacement money order were credited to your account. Given your hostile tone, we request that all your future correspondence with Sunshine be in writing and Sunshine will respond accordingly in writing to any questions or concerns. ",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662742,Answered,10/11/2022,Initial Complaint,"I was a tenant at The Riverdale apartments in *******, **. I was a good tenant and I paid my rent on time for three years. Just because the lady in the corporate office didn't approve of the wording of my plans to vacate letter that was given 30 days prior to me moving out. They are going to charge me almost ***** for one month's rent. I turned in my notice on time and I have called several times and they have told me that its too bad and that I will be charged. Who can afford to pay an extra ***** dollars for rent somewhere that they are not living there anymore. It is really unfair that this muliti-million company can do an average everyday working paycheck to paycheck person like this. This will also mess up my credit that it took me years to repair. They left e a voicemail on Friday not indicating the importance of calling them back that same day nor did they tell me why they were calling. I called back on Monday no answer. I finally spoke with someone on Tuesday and they told me that I should have called them on Friday and maybe they could have helped.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662742,Answered,10/13/2022,Business response,The notice to vacate requirements are clearly stated in your lease. The notice to vacate form that is completed also repeats those requirements so there are two different places in which the written requirements are noted. Legally the landloard has certain notice requirements that they must adhere to and tenants similarly have notice requirements that they must adhere to. Please note that Sunshine Corporation does not report tenant information to credit agencies.,https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662741,Answered,10/06/2022,Initial Complaint,"I reached out to ***********************, the Manager at The Sunshine Corporation, about me getting assistance from **** who agreed to pay $300 of my rent due to me having multiple illnesses along side covid. My employer is no longer paying for covid leaves, so i had to seek help from an organization. I sent her ******** documents and she stated to me ""Your balance is only **** right now so I cant complete this until after 10/1. I assumed she looked over the documents as well as I told her I was out sick with *****. I contacted her again Monday, October 3, saying ""Good Afternoon ****************, I am inquiring about the documents I ask to be filled for my rental assistance this month due to illness, and i will pay the **** today. I forgot to include it in the check I already delivered. I will get that out to you guys today, Thank You. She then ask after I has already stated i dropped my part of the rent off ""If this is completed, when will you pay the additional $430 in rent? The **** has been written off."" After she signed the papers I received a text stating my application has been denied, so I asked why did you deny? **************** states ""Do you know why? I did decline the area where we accept a payment plan as this is not something we do for current tenants."" I then stated to her i'm not on a payment plan, i dont need one i just need for you to accept payment from MIFA. I will give email transcripts, but this is an impractical decision for those who seek help from these government agencies and people who have other permanent health issues and require assistance from these agencies. She should have stated all of this the first time she looked at my documents instead of going through all of this trouble.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662741,Answered,10/07/2022,Business response,"I believe there was a misunderstanding on ****'s part with regards to Sunshine's position. MIFA has supported Sunshine tenant's in the past, so I believe further engagement with **** might be helpful. Given the confidential nature of the information being discussed, we will direct all future correspondence directly to the tenant as opposed to through BBB. Please note this does not alleviate any tenant from their obligations of payment per their lease.
",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662741,Answered,10/13/2022,Customer response," 
Complaint: 18177958

I am rejecting this response because:
I originally contacted the office(Sunshine Corporation) in advance about these documents associated with my complaint to avoid late fees as well as to insure we both meet the deadlines for ******** organization to send funds within expectations of Sunshine Corporation standards. Since ""Sunshine Corporation"" does not do payment plans, and have waited to send these documents, I will have to wait and see if they will still agree to the disbursement of MIFAs check; as well to see if there will be any court proceedings after the 15th. I want be able to get a follow up of the payment until the case manager assigned to me has returned next Monday.
Sincerely,

*******************************
",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662741,Answered,11/03/2022,Business response,"I am sorry, but I do not see a question or request within your most recent statement. Please contact our office at ************ so that we can clarify what your needs are with regards to this situation.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662740,Answered,08/16/2022,Initial Complaint,"On August 6, ********************************* the amount of $500.00 from the ***** I made the money order payable to the Sunshine Corporation and placed it into the secure drop box designated for tenants to pay their rent. There is access to the drop box during the weekend and evening hours. The payment was towards my August rent. On Wednesday August 10, 2022 I made a follow up call to the rental office to verify they received the payment and at that time was informed that they had not received the payment. I was asked how the payment was made and I responded a money order, I was told during the conversation that the money could have been applied to another tenants account and not my own. I replied that I still made the payment and that is an error on their part not mine. I was spoken to very rudely and not one time was an apology offered to me as the tenant. I asked if there was security cameras on the grounds because if so there would be verification that I was there on Saturday and made the payment. I was told there is no security cameras available. I then asked if I could give the information from my money order stub so that they can track it if it was applied to another tenants account and was told no that I needed to contact the ***** I also was told that I would still have to come up with my rent money by August 15th and include the late fee. No answers as to how this could have happened were provided to me as the tenant and I have several receipts of past rent payments that have been made the same way. This situation has placed me into a very serious financial hardship as well as not having any trust in the management that I pay my rent to. There were no solutions offered, not even a suggestion to waive the month of rent in question until the final resolution from the *****",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662740,Answered,08/18/2022,Business response,I am very sorry for the situation that has occurred. I have read all of your correspondence with our office as well as our staff notes on your situation. This is an unfortunate situation in which someone did break into our drop box. We have filed the proper police reports and recommend that you do the same. This will help ensure that the process for your money order being replaced continues to a successful resolution. I can assure you that the applicable late fee for August has been removed/credited off your account. If you decide to file a police report please reference (2208006035ME) so that it can be aggregated with our report # to ensure it gets to the correct detective at MPD.,https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662739,Answered,07/31/2022,Initial Complaint,We are having issues getting our services repaired. There has been a leak in the aster bedroom for ********** rook a month to have a guest bathroom toilet repaired. The apartment *** become infested with **************** The building aren't sprayed down pollen enough the side entrance gate prohibits exiting the apartment from 12 am to 6 am & sometimes later than 6. One would have to drive through the entire complex just to exit.,https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662739,Answered,08/02/2022,Business response,"The roof was repaired on 7/18/22 based on the maintenance request within 48 hours of receipt. A call back was made to the tenant to confirm the leak had stopped. On 7/31/22 anther maintenance request was recieved regarding the leak. Vendor was sent back out within 24 hours to make additional repairs to try and remedy the issue. With regards to pest control, the unit noted was sprayed on May 20th and June 3rd as well as on the schedule to be treated again this week. With regard to the toilet note, every maintenance request was addressed on the same day of the request on 4/27; 6/23; and 7/22. Each time call backs were made to confirm satisfactory compleition of the maintenance ticket. The tenant either did not answer or responded that the issue was satisfactorily addressed
",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662739,Answered,08/17/2022,Business response,"The roof was repaired on 7/18/22 based on the maintenance request within 48 hours of receipt. A call back was made to the tenant to confirm the leak had stopped. On 7/31/22 anther maintenance request was recieved regarding the leak. Vendor was sent back out within 24 hours to make additional repairs to try and remedy the issue. With regards to pest control, the unit noted was sprayed on May 20th and June 3rd as well as on the schedule to be treated again this week. With regard to the toilet note, every maintenance request was addressed on the same day of the request on 4/27; 6/23; and 7/22. Each time call backs were made to confirm satisfactory compleition of the maintenance ticket. The tenant either did not answer or responded that the issue was satisfactorily addressed",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662758,Answered,05/15/2022,Initial Complaint,I have recently tried to rent two different apartments but they came back with a denial after I was accepted Their report showed an eviction from sunshine corporation from **** That was 19 years ago and was resolved Sunshine corporation refused to remove the eviction and show the resolution,https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662758,Answered,05/24/2022,Business response,Our files indicate that this case was non suited. We can not opine on other managment companies' criteria for accepting applicants. Our recomendation would be to ask for the actual report they are referencing and then if it is incorrect speak to the clerks office to have it corrected.,https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662763,Answered,02/16/2022,Initial Complaint,"There are several maintenance issues in our apartment. Our hot water runs out very quickly, the water from the shower is high, and the knob on our washing machine has come off, making it difficult to wash clothes. We originally called and put in a request on 2/7. When we hadn't heard anything, we followed up on 2/10 and were told that our issues were on the schedule for that day to be fixed. It is now 2/16 and I called again and they put in a new ticket to have our issues fixed.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662763,Answered,03/28/2022,Business response,"Business Response /* (1000, 5, 2022/02/28) */ We have no record of the stated call on 2/7 or 2/10. The first work order was filled on 2/16 noting the need for a water heater repair. Repair completed by 2/18. Called 2/22 to confirm repair with no answer. On 2/25 work order issued on complaint with nob. Nob replaced same day. Called 2/25 to confirm repair with no answer",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662764,Answered,02/14/2022,Initial Complaint,"I have been having the same issues with this apartment complex a little over 3 months now, all of which are maintenance issues. Nothing is getting fixed around here and they are now threatening to take legal action against me over non payment as of 02/15/2022. I have called and put in a number of tickets to get maintenance to come in and fix my apartment. 1. The cleaning crew painted the tub instead of properly cleaning it prior to my move in. There are paint chips in my bath tub when I rub water. The maintenance associate told me I didn't need to take a bath anyway. Was told a month ago I would be getting a new bath tub, but no one showed up. Now it would be another 30 days before I would get a new tub. 2. The knob on my stove is broken, maintenance said he would be back but never came. 3. My washing machine isn't draining, and I have to wash clothes twice in order to get the water out of the washing machine. 4. I tried adjusting my thermostat, and it sparked and started making a ticking sound. The property manager and assistant manager told me to my face, ""WE DON'T PLAY ABOUT RENT!!!!"" I know I agreed to paying rent in my lease, but I don't feel comfortable paying rent at a place that doesn't resolve any of my issues. Instead of fixing things, maintenance make silly statements instead of coming to fix things. There was also a leak in my bedroom, they didn't know where it was coming from, but it was never fixed. They brought out a fan to keep the spot dry, and I was hit with a $200 water bill because of that. I would like these issues to resolved or to be let out of my lease without it being counted against me.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662764,Answered,03/28/2022,Business response,"Business Response /* (1000, 5, 2022/02/24) */ Sunshine Corporation does not manage nor own this apartement complex. It has not managed it for over 4 years.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662760,Answered,12/02/2021,Initial Complaint,The company is turning away potential renters with false reasons why. They say it was because of income but we meet all income requirements to be able to rent through them. I think it was because I'm white and my husband is black. The company and apartments are ran by black people. They couldn't give me an actual reason on how they figured we didn't meet requirements once I had said I had already figured it up and we meet the requirements with no problem.,https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662760,Answered,01/10/2022,Business response,"Business Response /* (1000, 5, 2021/12/10) */ All applications are reviewed and approved or denied by the Corporate Office. The onsite staff has zero input into the approval/rejection process. The person who approves or rejects the application has no knowledge ever of any applicants race or ethnicity and as such your claim is completely false and impossible based on the procedures in place. The letter that was mailed to you noting your rejections states that if you think an error has been made, that you may ask for your application to be reconsidered.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Billing/Collection Issues,1579662755,Answered,11/18/2021,Initial Complaint,"The problem started on 11/10/2021 when I made it home from work around 8:30pm and discovered a SNAKE in my bedroom. The leasing office and Sunshine Corp gave me the option to pay a $800 deposit to move to another unit; IF one was available or to move out and pay monthly rent until the lease is up or someone else rents it. Like any other human, I have a phobia for snakes. No one even tried to understand or accommodate me. Lack of EMPATHY OR CONCERN FOR TENANTS mental welfare under unforseen circumstances is unacceptable! The lease termination policy needs to be evaluated especially for Unforseen circumstances. If it happened to one a person of management in sure they'd move without a hitch! HEARTLESS!",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Billing/Collection Issues,1579662755,Answered,01/13/2022,Business response,"Business Response /* (1000, 5, 2021/11/29) */ Giving you the option to move to another unit without breaking your lease was a signficant accomodation that Sunshine is not obligated to provide. The deposit is a refundable security deposit that all tenants are required to post now with any new lease. You likely took occupancy prior to this new policy and as such didnt have to post a security deposit. If you would like to move then you will have to sign a new lease and with that new lease comes the requirement to post a security deposit. Consumer Response /* (3000, 7, 2021/12/01) */ (The consumer indicated he/she DID NOT accept the response from the business.) ""SIGNIFICANT"" is right, along with insane! I cannot afford nor will I struggle to meet this demand. This company is a big rip off. By the way.... not to methionine the cabinet replacements I HAVE NOT receive since I moved in! What a joke! Business Response /* (4000, 12, 2022/01/10) */ We have to treat all tenants equally and fairly. Our policies and procedures are required to be met by all tenants.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662747,Answered,09/30/2021,Initial Complaint,Here is the problem the business which is Sunshine Corporation which is the owner of********************* located in Memphis Tennessee I'm constantly being harrassed by the apartment complex about my vehicles their policy states you only allowed 2 vehicles at the property at a time so I communicate with them on the 2 vehicles I have there so they send letters and put notes on my car I repeatedly told them I don't have no more than 2 vehicle there now this is the second time they threatened me with eviction I'm tired of the harrassment and feel like I'm being targeted for some reason you have people with damage vehicle and tag expired but you focusing on my 2 vehicles it doesn't make sense I need for this to stop and I will involve my attorneys in this case,https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662747,Answered,11/09/2021,Business response,"Business Response /* (1000, 5, 2021/10/13) */ It has been confirmed by staff as well as noted in writing from neighbors that you have four cars parked in the complex. The notices sent to you were appropriately based on the violations of your lease.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662748,Answered,09/24/2021,Initial Complaint,"Applied for an apartment meet their requirements above and beyond.. they require 6 months on job I been with same company for 22.5 years; requires make 4x's rent .. $1,000 rent I gross $9,000 a month.. was turned down because of employment. If they have done the job properly they would have seen that. Because I transferred from one state to another but still with same company. After I contacted my HR Dept sent over the correct information to the office they still denied my application. I want them to wave any administration fees and the pet fee and allow me to move in on October 18th like I was told when I filled out the paperwork.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662748,Answered,10/20/2021,Business response,"Business Response /* (1000, 5, 2021/10/04) */ All applicants who are denied are sent a letter stating the reason for the denial as well as it notes that you may submit in writing a dispute as to the reason for the denial. Any tenant may then reply in writing and provide additional information along with their request for the additional review. If a tenant meets all aspect of the credit and occupancy guidelines, then they will be allowed to execute a lease",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662753,Answered,08/07/2021,Initial Complaint,"We've lived in Woodchase Apartments three years & been EXCEPTIONAL tenants.In June we put in a notice we'd be moving,7/31 was the last day.When the deal did not work out I called the corporate office,Sunshine Corporation,immediately & asked what I needed to do to cancel the notice.The lady could not find it because it had not been entered into the system yet;she notated in my file that the notice was void/do not enter it.8/1 the apartment office called asking why I hadn't turned in my keys.I explained we were'nt moving,it was a clerical issue.After contacting Sunshine Corporation again,I was told it did not matter that I spoke to someone,if I wanted to stay in my apartment I had to pay an additional $200.I went to the office & luckily the lady who had made the notation was there & showed her manager I had done what I was told by her was sufficient.The manager did not care & wouldn't let her take responsibility for the problem.Paying for an employee's mistake is not right. PANDEMIC TOO!",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662753,Answered,08/20/2021,Business response,"Business Response /* (1000, 5, 2021/08/16) */ When a notice to vacate is given by a tenant, there is a charge if it is resended close to the time in which the tenant stated they would have vacated. This is because the Landlord has to make plans for the unit to be released and if plans by the existing tenant change then that negatively effects the schedule for turning the unit over to another unit. This is stated in your lease. We will further investigate to confirm the date in which the notice to vacate was resended regardless of when it was input into any system and update you accordingly if there is an adjustment to the charge. Consumer Response /* (3000, 7, 2021/08/17) */ (The consumer indicated he/she DID NOT accept the response from the business.) We (myself and the lady who canceled the notice) explained several times to the manager and showed her that it was done in the correct amount of allotted time to NOT BE CHARGED. THE MANAGER DID NOT CARE AND REFUSED TO ACCEPT THE FACT THAT THIS WAS AN ISSUE ON THEIR PART(she fialed to cancel the notice after I did what I was asked to do). This error had nothing to do with me but she chose to make me pay for it anyway. After the lady who took my request to cancel the 30 day notice notated on my account that the notice was void, they put it in the system anyway knowing it would FORCE ME TO PAY ADDITIONAL FUNDS. It isn't right and is very unprofessional to be taking advantage of people already struggling thought this pandemic! I am greatly disgusted and disappointed at this company!",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662749,Answered,07/26/2021,Initial Complaint,"I have been having issues with my refrigerator for months now. It is costing me hundreds of dollars a month because my refrigerator keeps freezing my produce and other items that are not supposed to be frozen and ruining them. I am having to throw these items away after spending large amounts of money on them. I have continuously reported it to maintenance and the only thing they are doing is resetting the it, after I have told them that is not fixing the problem. They finally said they would order a part for it and that was a couple of weeks ago. I called to check the status on the part and the person who answered the phone seemed very nonchalant and unconcerned about my issue. I should not have to continue to pay money when they see they are not fixing the problem. I have also fallen on this property twice because my parking area stays muddy. They have yet to fix this as well even after I have asked several times. At this point I am fed of with the company and their non-service.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662749,Answered,09/29/2021,Business response,"Business Response /* (1000, 7, 2021/08/16) */ Our maintenance technicians have promptly tried to address your concerns. Resetting a thermostat on a refrigerator based on the diangosed issue is the proper step to take. After you noted that did not work, our maintenance staff promptly ordered a new part that will hopefully resolve the issue. Unfortunatley based on the supply chain distruptions that all businesses are dealing with, part are much slower to be recieved. When it arrives it will be installed within 48 hours. As for the muddy areas in the drive way, we have addresssed this issue through updated landscaping that addressed the drainage issue. Additionally our grounds staff periodically pressures washes the area if its needed after heavy rains. Your concerns are noted and being addressed accordingly. Consumer Response /* (3000, 9, 2021/08/17) */ (The consumer indicated he/she DID NOT accept the response from the business.) This is not true, I have had this issue with the refrigerator for months!! There was no such promptness as mentioned in the response. I have had to call and hunt maintenance down to get the little responses I did get. Just about every time I've called the guy was out and I would have to wait even longer. And it's still freezing my foods. As far as the updates on the landscapes, that's am outright lie!!! I have fell twice in this muddy area and there's still the same result every single time it rains. The grounds crew has pressure washed this area only twice since the first time I fell and I have not saw them since. I have pictures and will upload them. I have all documentations of my falls and attempts to get this rectified. It has been muddy for so long that grass has begun to spring up from the mud. I plan to sue if I fall again because at this point it's negligence and something I shouldn't have to constantly deal with. I don't feel my concerns are a priority with this company and their ONLY CONCERN is collecting rent. This will be added to my documentation as well. Business Response /* (4000, 14, 2021/09/10) */ We are sorry that you are disastisfied. I can confirm that the area in question is regullarly presure washed with the most recent pressure washing performed on August 20th, 2021. On September 10th, 2021 our District Manager reviewed the area and it was clear of any issues. If you have any concerns about the area outside your apartment please contact the property managment office and they will promptly pressure wash the area as needed",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662761,Answered,07/05/2021,Initial Complaint,"This is a complaint involving The Glen Townhomes from Sunshine Corporation. My wife and I just moved in on 7-30-21 to The Glen Townhomes to our new unit and shortly after moving in that night we discovered that cockroaches had infested the unit with physical evidence that roaches were there and pictures were taken to show that roaches were. My has a documented medical condition with paperwork stating she is allergic to cockroaches. And due to the evidence we found in the unit, we feel highly unsafe in these apartments. The property manager has been notified of what we found and pest control has not come to resolve the issue. We want our money back that we paid to this establishment immediately because my wife and we both feel that her health is at stake if we are made to remain on the property of The Glen from Sunshine Corporation and pay rent here. The manager from The Glen Townhomes has told us that by law that Sunshine Corporation is not obligated to give us any of our money back.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662761,Answered,08/11/2021,Business response,"Business Response /* (1000, 7, 2021/07/26) */ Within 48 hours the unit was treated. At the time of treatment no evidence of pest were found but treatment was made any ways. Subsequent reviews by managment have indicated the tenant is content with their accomodations. If that is not the case please reach out to the Property Management office to discuss any additional concerns in greater detail",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662751,Answered,11/16/2020,Initial Complaint,My ac unit won't go off. I have been calling the front office for hours and no one will answer the phone now when I call it goes straight to voicemail My ac unit needs attention if I pay my rent on time anything in this apartment should be fixed in a timely manner. They are not answering the phone on purpose I also left a voicemail.,https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662751,Answered,02/10/2021,Business response,"Business Response /* (1000, 5, 2020/11/25) */ Our records indicate that the maintenance ticket was called in on November 17th and it was repaired the same day. A circuit board was replaced. On the 18th a follow up call was made by the Maintenance Secretary who confirmed everything was satisfactorily working Consumer Response /* (3000, 7, 2020/12/01) */ (The consumer indicated he/she DID NOT accept the response from the business.) I called in this order before the 17th as I stated no one would answer the phone. I left a voice mail as well. Shortly after I filed a complaint is when someone from the leasing office contacted me and I stated my problem then they sent someone out to repair the ac unit.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Advertising/Sales Issues,1579662752,Answered,11/02/2020,Initial Complaint,"I moved out on October 20, 2020 and I have photos and video showing how clean the apartment was after I left. I moved into Woodchase apartments in 2017 and moved out October 20, 2020. On October 30, I received a letter from Sunshine Corporation stating I owe $1200 for 8 year old carpet. I cleaned the carpet and the entire apartment upon moving. Prior to moving I complained about an infestation of water bugs coming through the air vents, windows and anywhere they could get inside. After filing my complaint I was asked to vacate in 30 days and I obliged. The office staff would not do a walk through with me after I moved, I took photos and video of the apartment showing how clean I left the place. I also have photos showing the infestation of water bugs inside the apartment that my son and I had to live with. Sunshine Corporation is trying to charge me for regular wear and tear of old carpet.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Advertising/Sales Issues,1579662752,Answered,12/29/2020,Business response,"Business Response /* (1000, 5, 2020/11/09) */ All carpet is depreciated based on an estimated 10 year useful life. If the carpet was 8 years old then assuming it had to be fully replaced you would be credited for 80% of the cost of the carpet and only responsible for 20%. The carpet was assessed by a 3rd party company that does not receive any compensation for carpet replacement ensuring they have no incentive to falsely charge any tenant upon move out. The letter that you received stated that you have ample time to dispute the charges. If you would like to do so then please send a written response to our office with the pictures that you noted and we would be happy to reassess any charges. Our office address is ***************************** Memphis, TN *****",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662762,Answered,09/24/2020,Initial Complaint,"I currently live in one of sunshine's Corporation properties in Memphis, Tn. I contacted sunshine maintenance office to put a work order in to get a few things fixed around my apartment and i informed the lady i spoke with over the phone at the maintenance office to please let me know when maintenance will come out so i can be present at my apartment and she agreed that she will contact me via phone a day in advance(No call). So then i come home from work headed to the restroom and 5 mins later someone walked into my apartment with a key and without knocking first which was an unfamiliar man with plain clothing on with mask and that did not identify himself til i asked who he was. I then contacted the maintenance office to explain to them what just happened and she informed me that they hired some contractors to come out to help with the maintenance crew because they were short of help but i really feel that my privacy were invaded especially since i was in the restroom at the time and that he didn't knock first. I'm a single woman that lives alone and now since this has happened i really doesn't feel safe anymore.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662762,Answered,11/04/2020,Business response,"Business Response /* (1000, 6, 2020/10/16) */ We are sorry for any inconvenience. We have investigated and can reaffirm that all our staff as well as contractor always knock at least twice before entering any apartment. The most likely situation as you noted was that you were in the restroom and did not hear him knock. We do give general time frames for maintenance visits but unfortunately can not schedule extremely specific times. It was my understanding that you were informed that the issue would be addressed at some point on the date of service. We appreciate your tenancy and hope this resolves your concerns.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662754,Answered,08/12/2020,Initial Complaint,"Charging me 3 times rent for July that I paid ontime Lease up on 7/31 turned in keys on 7/28 Spoke w/ Robin-Mgr & Lisa-CS both very rude gave no help. I turned in a 30 day intent to move notice ((because I purchased has home) as instructed by the leasing office. I in turn received a letter back stating the notice was improper. I called corporate office, spoke with a young lady (refused to give me her name) on June 8th who made me aware that even if I vacated on 6/30 which I couldn't because they received the letter after June 1st that I was still responsible for July rent because I would be breaking the lease as it is not up until 7/31. I did not understand but did not want a negative hit on my credit from them so I paid the rent on time as I always did for the 13 years of being in the apt. I received a letter stating I owed $1546. July Double Rent $1360, July Late Fee $136 and Damages $50 (removal of satellite dish which was done. So I'm waiting on deletion letter from them now). I called on 8/12 and spoke with Lucina which told me that per her manager Robin the billing was correct as I am responsible to pay. I requested to speak with Robin as it was not. Robin came on the line very defensive and aggressive stating the billing was accurate and I needed to pay it or they are going to turn it over to collections. After a few minutes of speaking with her trying to get her to understand that there should not be a billing as I paid the rent on time and turned over the keys before lease was up. Robin stated even though they sent me a letter stating the Intent to move letter was incorrect and that I was still responsible for July rent, they assumed I would still be out of the apt and turn over the keys on June 30. I explained to her the conversation I had with her associate, she stated she did not care and I'm still responsible. I asked her why were they trying to charging me 3 times for July. She told me to shut up and was not listening to me any more. I made her aware that was very unprofessional of her to say as she is supposed to me a manager and set expectations for Customer Service Associates, she stated to shut up again and disconnected the call. I called back to speak with her again, Lisa answered the phone. I requested to speak with Robin again. Per Lisa, Robin said she is no longer talking with me, I owe the $1546 and she also disconnected the call.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1579662754,Answered,09/09/2020,Business response,"Business Response /* (1000, 5, 2020/08/21) */ There are portions of your note that are true and portions that are not true. Important pieces of your commentary that were left off were your own hostile and abrasive words and tone that you took with our office staff on your repeated phone calls. I am not at liberty to speak of financial matters in a public forum but am writing you a letter that I believe will amicably resolve your concerns. You were told multiple times that you were welcome to write a letter which would be properly elevated internally and responded to accordingly. If you had listened to these recommendation and sent a letter to our office with your concerns, this issue could have been resolved sooner.",https://www.bbb.org/us/tn/memphis/profile/property-management/the-sunshine-corporation-0543-6721
Problems with Product/Service,1577929704,Answered,05/03/2022,Initial Complaint,"On 4/26/22 I applied for a rental property at Stonegate Apartments. Their website indicates there are 3 available 1 bedroom units. Attached are screenshots of those available units. After I submitted my application, including a $48.95 application fee and a $100.00 holding fee, I received a call from Stonegate advising they have no available units and their website hasn't been updated. They did refund me the $100 holding fee but they have not refunded the $48.95 application fee. I called earlier today to inquire and was told by a ****** the application fee would not be refunded. I would understand this if I had changed my mind about the rental, but they provided me with incorrect information. By stating on their site (which is their site, not a third party site like apartments.com) they have 3 1 bedroom units available when they don't, they are obligated to return that fee. I would have never applied/paid otherwise. They also mailed me a statement showing they refunded the $100 holding fee, and on that statement they wrote ""no availability."" So they cannot claim I misunderstood and cannot claim they provided false information. A picture of the receipt is attached as well. I am filing this complaint so I can get my $48.95 back as it is unethical of them to not refund this fee.",https://www.bbb.org/us/tn/memphis/profile/apartments/stonegate-apartments-0543-44168214
Problems with Product/Service,1577929704,Answered,05/03/2022,Customer response,"See Attachment/File: Attachments
",https://www.bbb.org/us/tn/memphis/profile/apartments/stonegate-apartments-0543-44168214
