date,meeting_title,action,motion
"Apr 28, 2020 (Tue)",April Board Business Meeting,"11.20 Award and Contract: R.A. Sharp Construction Company, LLC for Restroom Restoration at Hanley MS","It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.21 Award and Contract: AHA Mechanical for HVAC Replacement at Frayser ES,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.22 Award and Contract: Rozelle ES R.A. Sharp for Kitchen/ Cafeteria Restoration,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.23 Award and Contract: Wagner General for Central HS Turf Replacement at Crump Stadium,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.24 Award and Contract: Carroll's Roofing & Construction Company for Roof Replacement at Double Tree ES,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.25 Award and Contract: Ark Roofing Inc. for Roof Replacement at Kingsbury CTC,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.26 Award and Contract: Ark Roofing Co. for Roof Replacement at Frayser ES,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,"11.27 Contract Renewal: State Systems for Fire Alarm Monitoring, Testing, and Inspection","It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.28 Contract Renewal: Rental of CNC Chillers,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.29 Land Use: Right-of-Way Dedication to the City of Memphis for Alcy ES,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.30 Contract Amendment: Diverse WAN Solution,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.31 Contract Renewal: Oteka Master Agreement,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,"11.32 Contract: Idemia Identity & Security USA, LLC","It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.33 Contract Renewal: Armed Guard Security Services,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,11.34 Contract Renewal: GT Security for Armed Guard Services,"It is recommended that the Shelby County Board of Education approves the April 28, 2020 Consent Agenda removing the following items:
Charter Schools: Charter School Amendments;
Charter Schools: Charter School Authorizations;
Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES;
MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.1 Resolution Approving SCS Board Member Strategic School Funds Allocation–March/April 2020,"It is recommended that the Shelby County Board of Education Approves SCS Board Member Strategic School Funds Allocation–March/April 2020.

Motion by Scott McCormick, second by Shante Avant.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.2 Amended Resolution To Approve 2019-2020 SCS Board Member Strategic School Funds Allocation Program,"It is recommended that the Shelby County Board of Education adopts the Amended Resolution To Approve 2019-2020 SCS Board Member Strategic School Funds Allocation Program.

Motion by Stephanie P Love, second by Althea Greene.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.5 Motion to Amend by Striking: Memphis Business Academy Elementary,"It is recommended that the Shelby County Board of Education amends the question regarding Charter School Amendments by striking Memphis Business Academy from the denial list and adding Memphis Business Academy to the approval list.

Motion by Scott McCormick, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.7 Motion to Divide the Question:Charter School Amendments,"It is recommended that the Shelby County Board of Education divides the question regarding Charter School Amendments by dividing the question between the approval and denials list.

Motion by Kevin Woods, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.8 Charter Schools: Charter School Amendments: Approvals,"It is recommended that the Shelby County Board of Education dapproves amendment requests for Aurora Collegiate Academy; Arrow Academy School of Excellence; Leadership Preparatory Charter School; Dubois Elementary School of Entrepreneurship;Memphis Business Academy Elementary.

Motion by Kevin Woods, second by Shante Avant.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.9 Motion to Remand to Committee: Charter Schools: Charter School Amendments Denials,"It is recommended that the Shelby County Board of Education remands amendment requests for Compass Midtown; Freedom Preparatory Academy Charter Schools (#8355); Freedom Preparatory Academy (#8234); Memphis STEM Academy to the Academic Performance Committee and be returned before the Board at the May 19th Work Session.

Motion by Scott McCormick, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.10 Charter Schools: Charter School Authorizations,"It is recommended that the Shelby County Board of Education approves the Superintendent’s recommendations to deny charter school applications for Bluff City Collegiate Charter School; Cornerstone Prep School; Luceo Collegiate School of the Arts; and Memphis School of Excellence Cordova, 6-12.

Motion by Shante Avant, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.11 Award: Unistar-Sparco Computers for Computer Equipment and Deployment Services at Getwell ES,"It is recommended that the Shelby County Board of Education approves the award to Unistar-Sparco Computers, Inc. in the amount of $113,454.00 and CDW Government, Inc. in the amount of $3,760.00 for a total amount of $117,214.00 for the purchase of computer equipment and deployment services for Getwell Elementary School. The computer equipment purchase from Unistar-Sparco Computers, Inc. includes a quantity of 233 Lenovo 11e student laptops at $459.00 each and deployment for 241 devices/carts at $27.00 each. The purchase from CDW Government, Inc. is for 8 Aver B 30 laptop carts in the amount of $470.00 each. On December 3, 2019, the Shelby County Board of Education approved the bid renewal award to Unistar-Sparco Computers, Inc. for computer equipment and deployment services and CDW Government, Inc. for the purchase of laptops carts.

Motion by Shante Avant, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Apr 28, 2020 (Tue)",April Board Business Meeting,12.12 MOU Sub-Award: UT Health Sciences Gang Desistance Diversion Program Award to SCS G.R.A.S.S.Y. Program-FY 2019,"It is recommended that the Shelby County Board of Education approves the MOU Agreement Sub-Award with the University of TN Health Sciences (UTHSC) to perform services as part of the OJJDP Gang Desistance Diversion Program (Gang DDP) to enhance gang desistance/diversion initiatives within Memphis and Shelby County utilizing the OJJDP Comprehensive Gang Model. This initiative will provide additional resources to the current SCS G.R.A.S.S.Y. Program (Gang Reduction Assistance for Saving Society’s Youth) model. In addition, the initiative will include mental health and family services and help position the G.R.A.S.S.Y. program for long-term sustainability. The project tentatively is to expire in 2022.

Motion by Shante Avant, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,5.1 Approval of Agenda,"It is recommended that the Shelby County Board of Education approves the agenda of the February 25, 2020, Business Meeting.

Motion by Althea Greene, second by Joyce D Coleman.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,"7.1 Approval of the Minutes of the January 28, 2020, Business Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the January 28, 2020, Business Meeting.

Motion by Althea Greene, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Not Present at Vote: Billy Orgel"
"Feb 25, 2020 (Tue)",February Board Business Meeting,"7.2 Approval of the Minutes of the February 11 2020, Work Session","It is recommended that the Shelby County Board of Education approves the minutes of the February 11 2020, Work Session.

Motion by Althea Greene, second by Stephanie P Love.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene
Not Present at Vote: Billy Orgel"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.1 Approval of Consent Agenda,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.2 Grant Amendment: GEAR UP TN 3.0 for Kingsbury High School,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,"11.3 Grant: Priority School Exit for Robert R. Church Elementary, Getwell Elementary, and Dunbar Elementary","It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.4 MOU: TDOE and SCS TN School Climate Measurement,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,"11.5 Award Amendment: Unistar-Sparco Computers, Inc. for Computer Equipment and Deployment Svcs. at Oak Forest ES","It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,"11.6 Award: Unistar-Sparco Computers, Inc. for Computer Equipment & Deployment Svs. for Germantown ES","It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,"11.7 Award: Unistar-Sparco Computers, Inc. for Computers and Deployment at Grahamwood ES","It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.8 Award and Contract: Dakota Corp/Jessie Bryant Roofing for Roof Replacement at Alton ES,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,"11.9 Award and Contract: Wagner Contractors, Inc. for Construction Services at Klondike/ Perea ES","It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.10 Award and Contract: Hotel and Restaurant Supply for Cafeteria Redesign at Oakhaven HS,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.11 Award and Contract: Legacy Construction Services for Construction Services at CNC Pilot Lab Offices,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.12 Award and Contract: Douglas Equipment for Walk-in Coolers and Freezers at Multiple Locations,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,"11.13 Award and Contract: A2H, Inc. for AE Design Services for CNC Freezer Expansion","It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.14 Award and Contract: Professional Painters Enterprises for Painting of Serving Areas in Various School Cafeterias,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.15 Contract Amendment: Todd Air Conditioning & Refrigeration for Maintenance/Repair of Refrigeration Equipment in School Cafeterias,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.16 Land Sale Extension: Former Graceland Elementary,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.17 Finance: January 2020 Financial Statements,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.18 Finance: February 2020 Shelby County Board of Education's Fiscal Year 2019-2020 Budget Amendment,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.19 Professional Services Agreement: Memphis Teacher Residency,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,11.20 Professional Services Agreement: Teach for America,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Feb 25, 2020 (Tue)",February Board Business Meeting,12.1 Resolution Approving SCS Board Member Strategic School Funds Allocation–February 2020,"It is recommended that the Shelby County Board of Education approves the February 25, 2020 Consent Agenda.

Motion by Althea Greene, second by Michelle R McKissack.
Final Resolution: Motion Passes
Affirmative: Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Jan 28, 2020 (Tue)",January Board Business Meeting,5.1 Approval of Agenda,"It is recommended that the Shelby County Board of Education approves the agenda of the January 28, 2020, Business Meeting.

Motion by Miska Clay Bibbs, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Jan 28, 2020 (Tue)",January Board Business Meeting,"7.1 Approval of the Minutes of the December 3, 2019, Business Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the December 3, 2019, Business Meeting.

Motion by Miska Clay Bibbs, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
"Jan 28, 2020 (Tue)",January Board Business Meeting,"7.2 Approval of the Minutes of the December 10, 2019, Special Called Meeting","It is recommended that the Shelby County Board of Education approves the minutes of the December 10, 2019, Special Called Meeting.

Motion by Miska Clay Bibbs, second by Scott McCormick.
Final Resolution: Motion Passes
Affirmative: Shante Avant, Miska Clay Bibbs, Stephanie P Love, Scott McCormick, Billy Orgel, Kevin Woods, Joyce D Coleman, Michelle R McKissack, Althea Greene"
